"","id","country","c3","c2","year","gini_reported","palma","ratio_top20bottom20","bottom40","q1","q2","q3","q4","q5","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","bottom5","top5","resource","resource_detailed","scale","scale_detailed","sharing_unit","reference_unit","areacovr","areacovr_detailed","popcovr","popcovr_detailed","region_un","region_un_sub","region_wb","eu","oecd","incomegroup","mean","median","currency","reference_period","exchangerate","mean_usd","median_usd","gdp_ppp_pc_usd2011","population","revision","quality","quality_score","source","source_detailed","source_comments","survey","link","region_label"
"63",63,"Argentina","ARG","AR",1980,41.6,2.13,9.56,14.5,5,9.5,14.9,22.8,47.8,2,3,4.2,5.3,6.7,8.2,10,12.8,16.9,30.9,NA,NA,1,102,3,301,1,2,3,310,1,101,1,104,2,0,0,2,NA,24438000,"Argentine peso",2,1.83715833333225e-08,NA,NA,NA,28105888,"",3,11,4,"Altimir 1986","UNECLAC. Compilation","Encuesta Permanente de Hogares (EPH)","","Americas"
"64",64,"Argentina","ARG","AR",1980,40.83,1.95,8.78,15.49,5.3,10.19,15.36,22.59,46.56,2.01,3.29,4.49,5.7,6.97,8.39,10.12,12.47,16.38,30.18,NA,NA,2,201,1,101,1,1,3,301,1,101,1,104,2,0,0,2,9562.76,7312.27,"US$2011PPP",1,NA,NA,NA,NA,27896532,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Americas"
"65",65,"Argentina","ARG","AR",1980,40.5,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,1,102,3,301,4,1,3,310,2,201,1,104,2,0,0,2,NA,NA,"",NA,1.83715833333225e-08,NA,NA,NA,28105888,"",3,8,8,"Fishlow et al. 1993","","Encuesta Permanente de Hogares (EPH)","","Americas"
"66",66,"Argentina","ARG","AR",1980,40.8,1.92,8.79,15.6,5.3,10.3,15.2,22.6,46.6,1.9,3.4,4.6,5.7,6.9,8.3,10.1,12.5,16.6,30,NA,NA,1,102,1,101,1,1,3,310,1,101,1,104,2,0,0,2,7032000,NA,"Argentine peso",2,1.83715833333225e-08,NA,NA,NA,28105888,"",2,12,8,"Psacharopoulos et al. 1997","","Encuesta Permanente de Hogares (EPH)","","Americas"
"67",67,"Argentina","ARG","AR",1981,42.7,2.29,9.56,14.6,5.2,9.4,14.3,21.4,49.7,2.1,3.1,4.2,5.2,6.4,7.9,9.5,11.9,16.2,33.5,NA,NA,1,102,3,301,1,2,3,310,1,101,1,104,2,0,0,2,NA,45446400,"Argentine peso",2,4.40269166666725e-08,NA,NA,NA,28543364,"",3,11,4,"Altimir 1986","UNECLAC. Compilation","Encuesta Permanente de Hogares (EPH)","","Americas"
"68",68,"Argentina","ARG","AR",1981,42.8,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2,NA,NA,1,102,3,301,4,1,3,310,2,201,1,104,2,0,0,2,NA,NA,"",NA,4.40269166666725e-08,NA,NA,NA,28543364,"",3,8,8,"Fishlow et al. 1993","","Encuesta Permanente de Hogares (EPH)","","Americas"
"69",69,"Argentina","ARG","AR",1982,40.2,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,1,102,3,301,4,1,3,310,2,201,1,104,2,0,0,2,NA,NA,"",NA,2.59225333333263e-07,NA,NA,NA,28993987,"",3,8,8,"Fishlow et al. 1993","","Encuesta Permanente de Hogares (EPH)","","Americas"
"70",70,"Argentina","ARG","AR",1983,40.4,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9,NA,NA,1,102,3,301,4,1,3,310,2,201,1,104,2,0,0,2,NA,NA,"",NA,1.05299574995841e-06,NA,NA,NA,29454738,"",3,8,8,"Fishlow et al. 1993","","Encuesta Permanente de Hogares (EPH)","","Americas"
"71",71,"Argentina","ARG","AR",1985,39.8,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4,NA,NA,1,102,3,301,4,1,3,310,2,201,1,104,2,0,0,2,NA,NA,"",NA,6.01809e-05,NA,NA,NA,30388783,"",3,8,8,"Fishlow et al. 1993","","Encuesta Permanente de Hogares (EPH)","","Americas"
"72",72,"Argentina","ARG","AR",1986,42.2,2.08,8.76,15.4,5.5,9.9,14.7,21.7,48.2,2.1,3.4,4.4,5.5,6.7,8,9.7,12,16.2,32,NA,NA,2,201,1,101,1,1,3,316,1,101,1,104,2,0,0,2,1956,NA,"Local currency unit",1,9.43031666666667e-05,NA,NA,NA,30857244,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"73",73,"Argentina","ARG","AR",1986,40.5,1.89,7.88,16.5,6,10.5,14.8,21.5,47.3,2.3,3.7,4.8,5.7,6.7,8.1,9.6,11.9,16.1,31.2,NA,NA,2,201,2,201,1,1,3,316,1,101,1,104,2,0,0,2,NA,NA,"",NA,9.43031666666667e-05,NA,NA,NA,30857244,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"74",74,"Argentina","ARG","AR",1986,42.79,2.18,9.48,14.9,5.11,9.79,14.79,21.87,48.43,1.95,3.16,4.32,5.48,6.7,8.09,9.78,12.09,16,32.43,NA,NA,2,201,1,101,1,1,3,301,1,101,1,104,2,0,0,2,10356.13,7623.23,"US$2011PPP",1,NA,NA,NA,NA,30698964,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Americas"
"75",75,"Argentina","ARG","AR",1987,44.8,2.4,10.5,14.2,4.8,9.4,14,21.4,50.4,1.7,3.1,4.2,5.2,6.3,7.7,9.5,11.9,16.3,34.1,NA,NA,2,201,1,101,1,1,3,316,1,101,1,104,2,0,0,2,4128,NA,"Local currency unit",1,0.000214429833333333,NA,NA,NA,31326473,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"76",76,"Argentina","ARG","AR",1987,43.1,2.17,9.09,15.2,5.4,9.8,14.4,21.3,49.1,2,3.4,4.4,5.4,6.6,7.8,9.4,11.9,16.1,33,NA,NA,2,201,2,201,1,1,3,316,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.000214429833333333,NA,NA,NA,31326473,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"77",77,"Argentina","ARG","AR",1987,45.28,2.5,10.95,13.79,4.61,9.18,14.22,21.5,50.49,1.72,2.88,4.01,5.16,6.4,7.81,9.55,11.95,16.07,34.42,NA,NA,2,201,1,101,1,1,3,301,1,101,1,104,2,0,0,2,9466.4,6692.83,"US$2011PPP",1,NA,NA,NA,NA,31184410,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Americas"
"78",78,"Argentina","ARG","AR",1987,43.3,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,1,102,3,301,4,1,3,310,2,201,1,104,2,0,0,2,NA,NA,"",NA,0.000214429833333333,NA,NA,NA,31326473,"",3,8,8,"Fishlow et al. 1993","","Encuesta Permanente de Hogares (EPH)","","Americas"
"79",79,"Argentina","ARG","AR",1988,45.5,2.51,11.5,13.5,4.4,9.1,14,21.9,50.6,1.6,2.8,4,5.1,6.3,7.7,9.6,12.3,16.7,33.9,NA,NA,2,201,1,101,1,1,3,316,1,101,1,104,2,0,0,2,17748,NA,"Local currency unit",1,0.000875260416666667,NA,NA,NA,31795517,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"80",80,"Argentina","ARG","AR",1988,43.7,2.27,9.88,14.5,5,9.5,14.3,21.8,49.4,1.8,3.2,4.2,5.3,6.5,7.8,9.6,12.2,16.5,32.9,NA,NA,2,201,2,201,1,1,3,316,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.000875260416666667,NA,NA,NA,31795517,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"81",81,"Argentina","ARG","AR",1988,45.2,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6,NA,NA,1,102,3,301,4,1,3,310,2,201,1,104,2,0,0,2,NA,NA,"",NA,0.000875260416666667,NA,NA,NA,31795517,"",3,8,8,"Fishlow et al. 1993","","Encuesta Permanente de Hogares (EPH)","","Americas"
"82",82,"Argentina","ARG","AR",1989,47.6,2.83,12.83,12.7,4.1,8.6,13.3,21.3,52.6,1.4,2.7,3.8,4.8,6,7.3,9.3,12,16.7,35.9,NA,NA,1,102,1,101,1,1,3,310,1,101,1,104,2,0,0,2,41748,NA,"Argentine austral",2,0.0423339608333333,NA,NA,NA,32263561,"",2,12,8,"Psacharopoulos et al. 1997","","Encuesta Permanente de Hogares (EPH)","","Americas"
"83",83,"Argentina","ARG","AR",1990,50.1,3.18,13.1,12.4,4.2,8.2,12.6,20,55,1.6,2.6,3.6,4.6,5.6,7,8.8,11.2,15.6,39.4,NA,NA,1,101,1,101,1,1,3,301,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.487589083333333,NA,NA,11334,32729739,"",2,13,4,"ECLAC","","","","Americas"
"84",84,"Argentina","ARG","AR",1990,43.1,2.39,8.91,14.8,5.7,9.1,14,20.5,50.8,2.3,3.4,4,5.1,6.3,7.7,9.1,11.4,15.5,35.3,NA,NA,1,102,1,101,1,1,3,310,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.487589083333333,NA,NA,11334,32729739,"",3,12,8,"Cerisola et al. 2000","FIDE 1998","","","Americas"
"85",85,"Argentina","ARG","AR",1991,46.5,2.61,10.69,14,4.9,9.1,13.3,20.3,52.4,1.8,3.1,4.1,5,6.1,7.2,8.9,11.4,15.9,36.5,NA,NA,2,201,1,101,1,1,3,316,1,101,1,104,2,0,0,2,29597628,NA,"Local currency unit",1,0.953554416666667,NA,NA,12196,33193918,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"86",86,"Argentina","ARG","AR",1991,44.2,2.3,9.22,15.2,5.5,9.7,13.7,20.4,50.7,2.1,3.4,4.4,5.3,6.2,7.5,9.1,11.3,15.8,34.9,NA,NA,2,201,2,201,1,1,3,316,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.953554416666667,NA,NA,12196,33193918,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"87",87,"Argentina","ARG","AR",1991,46.76,2.64,10.9,13.88,4.81,9.07,13.28,20.42,52.42,1.74,3.07,4.05,5.02,6.04,7.25,8.9,11.52,15.82,36.6,NA,NA,2,201,1,101,1,1,3,301,1,101,1,104,2,0,0,2,6718.88,4451.94,"US$2011PPP",1,NA,NA,NA,12239,33079004,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Americas"
"88",88,"Argentina","ARG","AR",1991,44.1,2.49,9.05,14.6,5.7,8.9,13.4,20.4,51.6,2.4,3.3,3.9,5,6.2,7.2,8.9,11.5,15.3,36.3,NA,NA,1,102,1,101,1,1,3,310,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.953554416666667,NA,NA,12196,33193918,"",3,12,8,"Cerisola et al. 2000","FIDE 1998","","","Americas"
"89",89,"Argentina","ARG","AR",1992,44.4,2.36,10.06,14.3,5,9.3,14,21.4,50.3,1.9,3.1,4.2,5.1,6.3,7.7,9.3,12.1,16.6,33.7,NA,NA,2,201,1,101,1,1,3,316,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.990641666666667,NA,NA,12984,33655151,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"90",90,"Argentina","ARG","AR",1992,42.4,2.1,8.71,15.4,5.6,9.8,14.5,21.4,48.8,2.1,3.5,4.4,5.4,6.6,7.9,9.5,11.9,16.5,32.3,NA,NA,2,201,2,201,1,1,3,316,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.990641666666667,NA,NA,12984,33655151,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"91",91,"Argentina","ARG","AR",1992,45,2.44,10.54,14,4.8,9.2,13.8,21.4,50.6,1.8,3,4.1,5.1,6.2,7.6,9.4,12,16.5,34.1,NA,NA,2,201,1,101,1,1,3,317,1,101,1,104,2,0,0,2,3516,NA,"Local currency unit",1,0.990641666666667,NA,NA,12984,33655151,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"92",92,"Argentina","ARG","AR",1992,42.9,2.18,9.09,15,5.4,9.6,14.4,21.5,49.1,2,3.4,4.3,5.3,6.5,7.9,9.5,12,16.4,32.7,NA,NA,2,201,2,201,1,1,3,317,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.990641666666667,NA,NA,12984,33655151,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"93",93,"Argentina","ARG","AR",1992,48.2,2.86,12.14,13,4.4,8.6,13,20.8,53.4,1.6,2.8,3.8,4.8,5.8,7.2,9.2,11.6,16.2,37.2,NA,NA,1,101,1,101,1,1,3,301,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.990641666666667,NA,NA,12984,33655151,"",2,13,4,"ECLAC","","","","Americas"
"94",94,"Argentina","ARG","AR",1992,45.47,2.48,11.06,13.8,4.6,9.2,13.86,21.48,50.86,1.6,3,4.07,5.13,6.21,7.65,9.42,12.06,16.57,34.29,NA,NA,2,201,1,101,1,1,3,301,1,101,1,104,2,0,0,2,6775.35,4655.69,"US$2011PPP",1,NA,NA,NA,13033,33529320,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Americas"
"95",95,"Argentina","ARG","AR",1992,43.6,2.42,10.31,14.2,4.9,9.3,14.2,21.1,50.5,2.2,2.7,4.1,5.2,6.5,7.7,9.3,11.8,16.1,34.4,NA,NA,1,102,1,101,1,1,3,310,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.990641666666667,NA,NA,12984,33655151,"",3,12,8,"Cerisola et al. 2000","FIDE 1998","","","Americas"
"96",96,"Argentina","ARG","AR",1993,44.4,2.36,10.55,14,4.7,9.3,14.3,22,49.6,1.7,3,4.1,5.2,6.4,7.9,9.7,12.3,16.6,33,NA,NA,2,201,1,101,1,1,3,317,1,101,1,104,2,0,0,2,3840,NA,"Local currency unit",1,0.998945833333333,NA,NA,13862,34110917,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"97",97,"Argentina","ARG","AR",1993,42.3,2.11,9.25,15.1,5.2,9.9,14.8,22,48.1,1.9,3.3,4.4,5.5,6.7,8.1,9.7,12.3,16.3,31.8,NA,NA,2,201,2,201,1,1,3,317,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.998945833333333,NA,NA,13862,34110917,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"98",98,"Argentina","ARG","AR",1993,44.86,2.41,11.21,13.77,4.45,9.32,14.32,22.01,49.9,1.48,2.97,4.1,5.22,6.42,7.9,9.67,12.34,16.7,33.2,NA,NA,2,201,1,101,1,1,3,301,1,101,1,104,2,0,0,2,6792.17,4760.17,"US$2011PPP",1,NA,NA,NA,13919,33970100,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Americas"
"99",99,"Argentina","ARG","AR",1994,45.3,2.5,11,13.7,4.6,9.1,14,21.5,50.6,1.7,2.9,4,5.1,6.3,7.7,9.5,12,16.4,34.2,NA,NA,2,201,1,101,1,1,3,317,1,101,1,104,2,0,0,2,3936,NA,"Local currency unit",1,0.999008333333333,NA,NA,14481,34558115,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"100",100,"Argentina","ARG","AR",1994,43.1,2.19,9.25,15,5.3,9.7,14.4,21.6,49,2,3.3,4.3,5.4,6.5,7.9,9.6,12,16.2,32.8,NA,NA,2,201,2,201,1,1,3,317,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.999008333333333,NA,NA,14481,34558115,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"101",101,"Argentina","ARG","AR",1994,51.5,3.47,14.84,11.6,3.8,7.8,12.2,19.6,56.4,1.4,2.4,3.4,4.4,5.4,6.8,8.4,11.2,16.2,40.2,NA,NA,1,101,1,101,1,1,3,301,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.999008333333333,NA,NA,14481,34558115,"",2,13,4,"ECLAC","","","","Americas"
"102",102,"Argentina","ARG","AR",1994,45.92,2.57,11.63,13.4,4.38,9.02,14.03,21.6,50.96,1.5,2.88,3.96,5.07,6.32,7.72,9.5,12.1,16.52,34.44,NA,NA,2,201,1,101,1,1,3,301,1,101,1,104,2,0,0,2,6703.66,4598.46,"US$2011PPP",1,NA,NA,NA,14547,34402668,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Americas"
"103",103,"Argentina","ARG","AR",1994,43.8,2.43,10.56,14.3,4.8,9.5,14,21.1,50.7,1.9,2.9,4.2,5.3,6.3,7.7,9.3,11.8,15.9,34.8,NA,NA,1,102,1,101,1,1,3,310,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.999008333333333,NA,NA,14481,34558115,"",3,12,8,"Cerisola et al. 2000","FIDE 1998","","","Americas"
"104",104,"Argentina","ARG","AR",1995,48.1,2.91,13.02,12.6,4.1,8.5,13.2,20.6,53.4,1.4,2.7,3.7,4.8,5.9,7.3,9,11.6,16.7,36.7,NA,NA,2,201,1,101,1,1,3,317,1,101,1,104,2,0,0,2,3816,NA,"Local currency unit",1,0.99975,NA,NA,13894,34994814,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"105",105,"Argentina","ARG","AR",1995,46,2.58,11.24,13.7,4.6,9.1,13.7,20.7,51.7,1.6,3,4.1,5,6.2,7.5,9.1,11.6,16.4,35.3,NA,NA,2,201,2,201,1,1,3,317,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.99975,NA,NA,13894,34994814,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"106",106,"Argentina","ARG","AR",1995,48.9,3.03,14.31,12.18,3.76,8.42,13.27,20.76,53.79,1.13,2.63,3.69,4.74,5.91,7.36,9.07,11.69,16.83,36.96,NA,NA,2,201,1,101,1,1,3,301,1,101,1,104,2,0,0,2,6370.26,4252.33,"US$2011PPP",1,NA,NA,NA,13960,34828168,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Americas"
"107",107,"Argentina","ARG","AR",1995,46.3,2.83,11.98,13.2,4.4,8.8,13.5,20.3,52.7,1.7,2.7,3.9,4.9,6.1,7.4,9,11.3,15.4,37.3,NA,NA,1,102,1,101,1,1,3,310,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.99975,NA,NA,13894,34994814,"",3,12,8,"Cerisola et al. 2000","FIDE 1998","","","Americas"
"108",108,"Argentina","ARG","AR",1996,48.6,2.97,13.35,12.3,4,8.3,13.2,21.1,53.4,1.4,2.6,3.6,4.7,5.9,7.3,9.2,11.9,16.9,36.5,NA,NA,2,201,1,101,1,1,3,317,1,101,1,104,2,0,0,2,3744,NA,"Local currency unit",1,0.9996625,NA,NA,14486,35419682,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"109",109,"Argentina","ARG","AR",1996,46.3,2.61,11.49,13.4,4.5,8.9,13.6,21.2,51.7,1.6,2.9,3.9,5,6.1,7.5,9.3,11.9,16.7,35,NA,NA,2,201,2,201,1,1,3,317,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.9996625,NA,NA,14486,35419682,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"110",110,"Argentina","ARG","AR",1996,49.52,3.15,15.33,11.72,3.52,8.2,13.14,21.19,53.95,1.03,2.48,3.56,4.64,5.83,7.3,9.2,11.99,17.08,36.87,NA,NA,2,201,1,101,1,1,3,301,1,101,1,104,2,0,0,2,6240.79,4079.84,"US$2011PPP",1,NA,NA,NA,14557,35246376,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Americas"
"111",111,"Argentina","ARG","AR",1996,45.8,2.75,12.16,13.2,4.3,8.9,13.7,20.7,52.3,1.6,2.7,3.9,5,6.2,7.5,9.1,11.6,16,36.3,NA,NA,1,102,1,101,1,1,3,310,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.9996625,NA,NA,14486,35419682,"",3,12,8,"Cerisola et al. 2000","FIDE 1998","","","Americas"
"112",112,"Argentina","ARG","AR",1996,47.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,102,1,101,1,1,3,301,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.9996625,NA,NA,14486,35419682,"",2,11,8,"Szekely 2003","","Encuesta Permanente de Hogares (EPH)","","Americas"
"113",113,"Argentina","ARG","AR",1997,48.3,2.96,13.67,12.2,3.9,8.3,13.3,21.2,53.3,1.3,2.6,3.6,4.7,6,7.3,9.2,12,17.2,36.1,NA,NA,2,201,1,101,1,1,3,317,1,101,1,104,2,0,0,2,3948,NA,"Local currency unit",1,0.9995,NA,NA,15479,35833969,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"114",114,"Argentina","ARG","AR",1997,46.1,2.57,11.42,13.4,4.5,8.9,13.8,21.4,51.4,1.6,2.9,3.9,5,6.2,7.6,9.4,12,16.9,34.5,NA,NA,2,201,2,201,1,1,3,317,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.9995,NA,NA,15479,35833969,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"115",115,"Argentina","ARG","AR",1997,53,3.78,16.06,11,3.6,7.4,11.8,19.2,57.8,1.2,2.4,3.2,4.2,5.4,6.4,8.2,11,16.2,41.6,NA,NA,1,101,1,101,1,1,3,301,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.9995,NA,NA,15479,35833969,"",2,13,4,"ECLAC","","","","Americas"
"116",116,"Argentina","ARG","AR",1997,49.11,3.09,15.11,11.75,3.55,8.2,13.24,21.35,53.65,1.08,2.47,3.52,4.69,5.94,7.31,9.28,12.07,17.29,36.36,NA,NA,2,201,1,101,1,1,3,301,1,101,1,104,2,0,0,2,6537.75,4367.68,"US$2011PPP",1,NA,NA,NA,15556,35657436,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Americas"
"117",117,"Argentina","ARG","AR",1997,44.8,2.6,11.64,13.6,4.4,9.2,14,21.1,51.2,1.6,2.8,4,5.2,6.3,7.7,9.4,11.7,15.9,35.3,NA,NA,1,102,1,101,1,1,3,310,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.9995,NA,NA,15479,35833969,"",3,12,8,"Cerisola et al. 2000","FIDE 1998","","","Americas"
"118",118,"Argentina","ARG","AR",1998,50.2,3.25,14.81,11.6,3.7,7.9,12.7,21,54.8,1.3,2.4,3.4,4.5,5.7,7,9,12,17.1,37.7,NA,NA,2,201,1,101,1,1,3,317,1,101,1,104,2,0,0,2,4200,NA,"Local currency unit",1,0.9995,NA,NA,15895,36241590,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"119",119,"Argentina","ARG","AR",1998,48,2.85,12.64,12.7,4.2,8.5,13.2,21,53.1,1.5,2.7,3.7,4.8,5.9,7.3,9.1,11.9,16.9,36.2,NA,NA,2,201,2,201,1,1,3,317,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.9995,NA,NA,15895,36241590,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"120",120,"Argentina","ARG","AR",1998,50.1,3.26,14.78,11.6,3.7,7.9,12.7,20.9,54.7,1.3,2.4,3.4,4.5,5.6,7.1,9,11.9,16.9,37.8,NA,NA,2,201,1,101,1,1,3,318,1,101,1,104,2,0,0,2,3876,NA,"Local currency unit",1,0.9995,NA,NA,15895,36241590,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"121",121,"Argentina","ARG","AR",1998,47.8,2.85,12.6,12.7,4.2,8.5,13.2,21,52.9,1.5,2.7,3.7,4.8,5.9,7.3,9.1,11.9,16.7,36.2,NA,NA,2,201,2,201,1,1,3,318,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.9995,NA,NA,15895,36241590,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"122",122,"Argentina","ARG","AR",1998,50.73,3.39,16.15,11.21,3.41,7.8,12.7,21.01,55.08,1.06,2.34,3.37,4.43,5.64,7.06,9.05,11.96,17.03,38.05,NA,NA,2,201,1,101,1,1,3,301,1,101,1,104,2,0,0,2,6349.8,3996.75,"US$2011PPP",1,NA,NA,NA,15973,36063448,"New 2019",2,13,7,"World Bank 2019","PovcalNet","","http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Americas"
"123",123,"Argentina","ARG","AR",1998,46.7,2.88,12.62,12.8,4.2,8.6,13.6,20.4,53,1.5,2.7,3.6,5,6.1,7.5,9,11.4,16.1,36.9,NA,NA,1,102,1,101,1,1,3,310,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.9995,NA,NA,15895,36241590,"",3,12,8,"Cerisola et al. 2000","FIDE 1998","","","Americas"
"124",124,"Argentina","ARG","AR",1998,49.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,102,1,101,1,1,3,301,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.9995,NA,NA,15895,36241590,"",2,11,8,"Szekely 2003","","Encuesta Permanente de Hogares (EPH)","","Americas"
"125",125,"Argentina","ARG","AR",1999,49.1,3.08,14.13,11.9,3.8,8.1,13.1,21.2,53.7,1.3,2.5,3.5,4.6,5.8,7.3,9.2,12,17,36.7,NA,NA,2,201,1,101,1,1,3,318,1,101,1,104,2,0,0,2,3624,NA,"Local currency unit",1,0.9995,NA,NA,15186,36648068,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
"126",126,"Argentina","ARG","AR",1999,46.8,2.69,12.09,13.1,4.3,8.8,13.6,21.3,52,1.5,2.8,3.9,4.9,6.1,7.5,9.3,12,16.8,35.2,NA,NA,2,201,2,201,1,1,3,318,1,101,1,104,2,0,0,2,NA,NA,"",NA,0.9995,NA,NA,15186,36648068,"New 2018",1,12,3,"SEDLAC 2018","","Encuesta Permanente de Hogares (EPH)","","Americas"
